"","WKT","ID","NAME","NAME_EN","TYPE","point"
"1019","44.5086173561565 40.1758822994412",48476,"???? ????? ???","Water selling boy","playground/attraction",4
"1020","44.509328911693 40.1767791779666",48480,"Ministry of Foreign Affairs","","state institutions/NGO",4
"1021","44.5109875610336 40.1762210926306",48482,"?????","Aries","restaurant/cafe",6
"1022","44.5117707122983 40.1718911938366",48485,"?????? ???? ??????","""YEREVAN TIME TAVERN""","restaurant/cafe",6
"1023","44.5131993929262 40.1715203919697",48486,"ACBA","","bank/atm",10
"1024","44.5132017285459 40.1715440047369",48487,"Arexim","","bank/atm",10
"1025","44.5132024471982 40.1715685784801",48488,"AEB","","bank/atm",10
"1026","44.5137215836008 40.1716035171108",48491,"?????","Rossia","bus_stop",4
"1027","44.5132309237927 40.1719321040999",48492,"Arexim","","bank/atm",10
"1028","44.5132320916025 40.1719492644379",48493,"Prometey","","bank/atm",10
"1029","44.5132316424449 40.1719662188476",48494,"AEB","","bank/atm",10
"1030","44.5130358097129 40.1723022859486",48495,"","Ciccioli /408","mall/shop(non-food)",14
"1031","44.5133597422044 40.1723722997185",48496,"AEB","","bank/atm",10
"1032","44.5135509036969 40.1724947550012",48497,"?????","Rossia","bus_stop",4
"1033","44.5114375271594 40.1729676197673",48498,"Pandok Yerevan","Tavern Yerevan","restaurant/cafe",6
"1034","44.5130915950921 40.1733259212573",48502,"""Pharmacy""","","healthcare",10
"1035","44.5131686705435 40.1733682034539",48505,"Optics","","healthcare",10
"1036","44.5133953154897 40.173460386788",48506,"""Hrashq""","","mall/shop(non-food)",14
"1037","44.513464395935 40.1735000605895",48507,"""Elina""","","mall/shop(non-food)",14
"1038","44.5135445256583 40.1736466063505",48514,"Ucom","","mall/shop(non-food)",14
"1039","44.5135851295092 40.174176364921",48516,"""Grand Candy""","","supermarket/shop(food)",10
"1040","44.5140180276446 40.1727567563971",48517,"????? ???????","""Queen Burger""","restaurant/cafe",6
"1041","44.5146094784277 40.1724207601875",48518,"????? ??????? ???????? ???????????? ??????? ????????? ?????","Zoravar Andranik Statue","playground/attraction",4
"1042","44.5158567891997 40.1726014227076",48519,"","","restaurant/cafe",6
"1043","44.5147246424471 40.1729088636337",48524,"Lunapark","","playground/attraction",4
"1044","44.5139191231318 40.1736941735951",48526,"???????","Lavanda","healthcare",10
"1045","44.5139272978009 40.1739210956622",48528,"""KFC Tigran Mets""","","restaurant/cafe",6
"1046","44.5149175107386 40.173576868454",48529,"Aneliq Bank","","bank/atm",10
"1047","44.51498048264 40.1735794767625",48530,"Converse bank","","bank/atm",10
"1048","44.5123198524315 40.1748457986717",48534,"???????? ????????","Mirzoyan Library","state institutions/NGO",4
"1049","44.5112197755346 40.175247675394",48536,"SCPEC","","state institutions/NGO",4
"1050","44.5135898007487 40.174439869879",48537,"Ameria (ATM)","","bank/atm",10
"1051","44.5136171095333 40.1744794058303",48538,"Yerevan City","Yerevan City","supermarket/shop(food)",10
"1052","44.5136221400989 40.1745843544503",48540,"","Prometey Bank ""Tigran Mets"" Branch","bank/atm",10
"1053","44.5131953505074 40.1752798666117",48543,"NOUT.AM","","mall/shop(non-food)",14
"1054","44.5133495912417 40.175333266935",48544,"Zataar Pizza","","restaurant/cafe",6
"1055","44.5112001024298 40.1762907591728",48545,"???????","","restaurant/cafe",6
"1056","44.5114605240307 40.1761873918441",48546,"??????????","""Ingredient""","restaurant/cafe",6
"1057","44.5119558550784 40.1759956196367",48547,"??????? ????","Blizzard Lunch","restaurant/cafe",6
"1058","44.5118358401564 40.1762747667611",48548,"ArmSwissBank CJSC","","bank/atm",10
"1059","44.5113921622376 40.1763867135641",48550,"ACBA CREDIT AGRICOLE BANK Armenia Branch","","bank/atm",10
"1060","44.5124505573053 40.1767575574789",48551,"??????? ????","Converse bank","bank/atm",10
"1061","44.5127298435272 40.1759337774456",48552,"??? ????","My Lunch","restaurant/cafe",6
"1062","44.5136878967777 40.1757983558915",48555,"Cool shawurma","","restaurant/cafe",6
"1063","44.5135625817956 40.176308673415",48556,"Aneliq bank","","bank/atm",10
"1064","44.5136092941903 40.176285885949",48557,"Aneliq bank","","bank/atm",10
"1065","44.5126141405186 40.176601821127",48559,"","Royal Safar & Gity Peyma","state institutions/NGO",4
"1066","44.5130030212051 40.1767270142384",48562,"??????????","Rostelecom","mall/shop(non-food)",14
"1067","44.5130973443099 40.1766863127752",48563,"??????? 0010","HayPost 0010","post_office",3
"1068","44.513921189257 40.1742830986233",48570,"","","mall/shop(non-food)",14
"1069","44.513883460015 40.1747941139265",48571,"","","bus_stop",4
"1070","44.5139921561644 40.1748582222235",48572,"Areqximbank","","bank/atm",10
"1071","44.5140528822776 40.1752913977905",48574,"VTB","","bank/atm",10
"1072","44.5140334786675 40.1753783620339",48575,"Nima Food","","restaurant/cafe",6
"1073","44.514181970184 40.1757905998591",48578,"","","restaurant/cafe",6
"1074","44.5140854911224 40.1759258155168",48580,"????? ?????","""Tashir Pizza""","restaurant/cafe",6
"1075","44.5142318266822 40.1759871772543",48582,"""Artsakhbank""","","bank/atm",10
"1076","44.5142075721695 40.1762731194738",48583,"Birthright Armenia","","state institutions/NGO",4
"1077","44.5145045552025 40.1762114148097",48585,"""Casa de Locos""","","restaurant/cafe",6
"1078","44.5149387109793 40.1761234907142",48586,"""Saberatours-Sevan""","","state institutions/NGO",4
"1079","44.5141480138662 40.1766500040294",48590,"?? ?????????? ??????????????","Ministry of Finance of Republic of Armenia","state institutions/NGO",4
"1080","44.5144997043 40.1764454666866",48591,"Embassy of Switzerland","","state institutions/NGO",4
"1081","44.5150752549025 40.1769905779283",48592,"IDeA Foundation","","state institutions/NGO",4
"1082","44.516262648045 40.1761790867597",48593,"????????? ?????????????? ?????????????","Embassy of Poland","state institutions/NGO",4
"1083","44.5164520129069 40.1765683950763",48596,"SHARAN Made in Armenia","","mall/shop(non-food)",14
"1084","44.5165349274076 40.1765047688522",48597,"","","restaurant/cafe",6
"1085","44.5160068078521 40.1769063612043",48598,"«???? ???????»","""INGO ARMENIA"" HQ","state institutions/NGO",4
"1086","44.5160505558065 40.1768769162126",48599,"""The Italian""","","restaurant/cafe",6
"1087","44.5000189517515 40.1790232098582",48601,"?????????? ???? ????????","SERGEY PARAJANOV MUSEUM","cinema/theatre/museum",6
"1088","44.4966167622759 40.1800914925881",48602,"8-?? ????????","8th Wonder","restaurant/cafe",6
"1089","44.4979910948291 40.1806242893105",48603,"??? ????????","Nor Dzoraberd","restaurant/cafe",6
"1090","44.4989673838799 40.1804929950796",48605,"????????","Urartu restaurant","restaurant/cafe",6
"1091","44.4981571034936 40.1815005842879",48606,"???????? ???????????????","Aramyants Medical Centre","healthcare",10
"1092","44.4985981762981 40.181509712301",48607,"PromTest Laboratory","","healthcare",10
"1093","44.4989637906187 40.1817690708974",48608,"ATM (AnelikBank)","","bank/atm",10
"1094","44.5018484606591 40.1771859850345",48609,"Salzgrotte","","healthcare",10
"1095","44.5022466838246 40.1770297692125",48611,"????? ?????? ???????","saint Sargis church","place_of_worship",3
"1096","44.5028406498904 40.1776236070567",48613,"?????????","Genatsvale","restaurant/cafe",6
"1097","44.5025046799742 40.1779796876358",48616,"24","","School/kindergarten",7
"1098","44.501073573895 40.1786952749143",48617,"","","state institutions/NGO",4
"1099","44.5014059505501 40.1785847732472",48618,"","","supermarket/shop(food)",10
"1100","44.5018595997686 40.178776812675",48620,"?????? ?????","Tavern Yerevan","restaurant/cafe",6
"1101","44.5027137179408 40.1784470920362",48621,"","","supermarket/shop(food)",10
"1102","44.502613106629 40.1786318565882",48622,"??????","Chaicoff","supermarket/shop(food)",10
"1103","44.5024675795529 40.1787749595452",48624,"","","supermarket/shop(food)",10
"1104","44.501576091465 40.1791709104705",48625,"","","healthcare",10
"1105","44.5015926204662 40.1791499084514",48626,"Araratbank","","bank/atm",10
"1106","44.5039241079546 40.1771594915153",48631,"?????? ????","Second Hand","mall/shop(non-food)",14
"1107","44.5037621417089 40.1779341824539",48633,"Arli Shoes, Made in Armenia","","mall/shop(non-food)",14
"1108","44.503757919627 40.1779945814821",48634,"VTGSoftware LLC","","state institutions/NGO",4
"1109","44.5039846544047 40.178126910074",48636,"??? ?????????","Old Zangezur","restaurant/cafe",6
"1110","44.5049479178839 40.1783024784196",48637,"VTB Armenia (ATM)","","bank/atm",10
"1111","44.504222707955 40.178432610098",48640,"????? ????","Yerevan City","supermarket/shop(food)",10
"1112","44.5039819594589 40.1785913621715",48641,"LEON mankakan hagust kids store","","mall/shop(non-food)",14
"1113","44.5049167463435 40.1788774993201",48643,"Araratbank","","bank/atm",10
"1114","44.5050783532632 40.1785085201285",48644,"????????? ?????","Prospecty Shouka","bus_stop",4
"1115","44.5049289634314 40.178912914628",48645,"","","healthcare",10
"1116","44.5042435488696 40.1796311687738",48646,"42","","School/kindergarten",7
"1117","44.505188486717 40.1791329558364",48648,"AEB","","bank/atm",10
"1118","44.5001644788275 40.1822028200258",48650,"","","healthcare",10
"1119","44.503152185631 40.1799306163931",48651,"??????????? ??? 1","Policlinic ?1","healthcare",10
"1120","44.5050022659586 40.1801431046654",48652,"?????? 36 ??????? ??? ?????","Saryan 36 Studio SPA Salon","beauty_salon",4
"1121","44.505215526007 40.182188956568",48654,"Gold's Gym","","sport/fitness",4
"1122","44.4974475242507 40.1833574576698",48659,"","","state institutions/NGO",4
"1123","44.497690518535 40.1836995763788",48660,"","","healthcare",10
"1124","44.4992188223279 40.18267657797",48662,"RED CROSS","","healthcare",10
"1125","44.49937881228 40.1829475992437",48663,"ATM (ADB)","","bank/atm",10
"1126","44.4993910293679 40.1829887087321",48664,"ATM (HSBC)","","bank/atm",10
"1127","44.4994083668529 40.1830180138112",48665,"ATM (ArmEkonomBank)","","bank/atm",10
"1128","44.5046407838883 40.1831042818513",48676,"Say Cheese","","restaurant/cafe",6
"1129","44.5054400149965 40.1827426004717",48677,"?????","Shunch","sport/fitness",4
"1130","44.5048712017586 40.1838200209701",48680,"?????? ????","""Vienna Ribs""","restaurant/cafe",6
"1131","44.505294398089 40.1835380224432",48681,"","","School/kindergarten",7
"1132","44.5053407511576 40.1842467568379",48683,"Registry Office","","state institutions/NGO",4
"1133","44.5046503060303 40.1849025028472",48684,"Skyurik Shop","","supermarket/shop(food)",10
"1134","44.5055983879811 40.1849186991101",48686,"????????????? ??????? ???????????","","state institutions/NGO",4
"1135","44.5037173157762 40.1853170161546",48690,"????? ?????????","Saint Hovhannes church","place_of_worship",3
"1136","44.5047438206513 40.1862296914109",48694,"","Delegation of European Union","state institutions/NGO",4
"1137","44.5047181288342 40.1872304014561",48699,"Police Car","","state institutions/NGO",4
"1138","44.5063606983312 40.1770376623756",48701,"?????? ?????????","Nairi insurance","state institutions/NGO",4
"1139","44.5070038022431 40.1773516036129",48702,"???? ????","Euro tour","state institutions/NGO",4
"1140","44.5070995626524 40.1774052768492",48703,"","Davis gym","sport/fitness",4
"1141","44.5079769471904 40.1772148121679",48708,"????? ????????","""Shirak"" Restaurant","restaurant/cafe",6
"1142","44.5076074701141 40.1778462605907",48711,"???? ???","Time Pub","pub/bar",4
"1143","44.5073193804024 40.1781122221621",48712,"Parma","","supermarket/shop(food)",10
"1144","44.5080109933397 40.1779457818169",48715,"LG","LG","mall/shop(non-food)",14
"1145","44.5081315472508 40.1779993859479",48716,"??","","beauty_salon",4
"1146","44.5081788884663 40.1780582749444",48717,"MagicFlora","","mall/shop(non-food)",14
"1147","44.5082247923773 40.1781015150842",48718,"Halep","","supermarket/shop(food)",10
"1148","44.5066120469477 40.1784278056628",48719,"???","VAS","supermarket/shop(food)",10
"1149","44.508950990453 40.1779444777466",48733,"???????","Coffee Point","restaurant/cafe",6
"1150","44.5103175974947 40.177139518415",48734,"?? ??????? ??????????????","Prosecutor General's Office","state institutions/NGO",4
"1151","44.5108175997819 40.1772930571828",48735,"Armeconom Bank","","bank/atm",10
"1152","44.5108551493608 40.1773396609689",48736,"????????? ????? ??????","Theatre after Paronyan","cinema/theatre/museum",6
"1153","44.510659855618 40.1776212734461",48737,"?????? ?????????????? ???????","Ovation Producing Center","mall/shop(non-food)",14
"1154","44.5090926547733 40.1787468194192",48739,"","Urartu","supermarket/shop(food)",10
"1155","44.5090573509826 40.1796304824381",48740,"School No67","School No67","School/kindergarten",7
"1156","44.5093122928603 40.1796332964146",48741,"","","mall/shop(non-food)",14
"1157","44.5095401056163 40.1794705660223",48742,"???? ????","Ofis Koms","mall/shop(non-food)",14
"1158","44.5100552894318 40.1790387898171",48743,"?????? ?????","""Pandok Yerevan"" (Tavern Yerevan)","restaurant/cafe",6
"1159","44.5103836236681 40.1789206016692",48744,"","","bank/atm",10
"1160","44.5105393017068 40.1787057073605",48745,"??????","Beeline","mall/shop(non-food)",14
"1161","44.5106579691559 40.1786350824136",48746,"AcbaCreditAcricole Bank","","bank/atm",10
"1162","44.5107840027902 40.1785724190123",48747,"??????? ???","VivaCell MTS","mall/shop(non-food)",14
"1163","44.5104977995407 40.1788278766773",48748,"?????????","Segafredo","restaurant/cafe",6
"1164","44.5110569109736 40.1788869708577",48749,"????","Aldo","mall/shop(non-food)",14
"1165","44.5097795066395 40.1792871077987",48751,"??????? ????","Shaurma Club","restaurant/cafe",6
"1166","44.509741507903 40.1793361124008",48752,"????","Aldo","mall/shop(non-food)",14
"1167","44.5101143985775 40.1794858027099",48757,"??????? ???????","""Prisoner of the Caucasus""","restaurant/cafe",6
"1168","44.5102270473141 40.1795569072069",48758,"????????? ??????","""Gentlmeni Udachi""","restaurant/cafe",6
"1169","44.5104017696369 40.17942451277",48759,"??????????","Araratbank","bank/atm",10
"1170","44.5106290434037 40.1791289750598",48761,"??????","Ucom","mall/shop(non-food)",14
"1171","44.510718515606 40.1790733814312",48762,"??????? ???????","Coffeeshop Company Yerevan","restaurant/cafe",6
"1172","44.5107364819117 40.179148398502",48763,"Code Factory LLC","","state institutions/NGO",4
"1173","44.5057889206529 40.1799481178748",48764,"??????????? ??????? ????????","Museum of contemporary art","cinema/theatre/museum",6
"1174","44.5058313211343 40.1800473614856",48765,"????? ???","AfterEight Café & Pub","pub/bar",4
"1175","44.5059823279336 40.1798411185496",48766,"","","mall/shop(non-food)",14
"1176","44.506320363975 40.1801129747474",48767,"","","mall/shop(non-food)",14
"1177","44.506423221075 40.1801958834645",48768,"?????????","Plexiart","mall/shop(non-food)",14
"1178","44.5064850251666 40.1802488681213",48769,"","","mall/shop(non-food)",14
"1179","44.5057107672232 40.1808540021289",48770,"Agnessa","","beauty_salon",4
"1180","44.5082662945434 40.1803866829418",48771,"???????? ??????","""HA""","mall/shop(non-food)",14
"1181","44.5083087848564 40.1803577198902",48772,"???????","""Melante - 2""","mall/shop(non-food)",14
"1182","44.5073819031462 40.1809638824103",48774,"????","""Aray""","mall/shop(non-food)",14
"1183","44.5079142447836 40.180600816968",48776,"?????","""Araqs""","supermarket/shop(food)",10
"1184","44.5078099503791 40.1806485852354",48777,"???","SAS","supermarket/shop(food)",10
"1185","44.5081134012821 40.1804766604947",48780,"""Nice Shoes""","""Nice Shoes""","mall/shop(non-food)",14
"1186","44.5080476446033 40.1805440577903",48781,"?????","""NEXT""","mall/shop(non-food)",14
"1187","44.5081036096455 40.1810708113327",48784,"","","bus_stop",4
