"","WKT","ID","NAME","NAME_EN","TYPE","point"
"688","44.5071103424358 40.1552940077547",47600,"","","restaurant/cafe",6
"689","44.5074176560945 40.1562986068945",47603,"????????? ?????????? ????????","Museum of Armenian Railway","cinema/theatre/museum",6
"690","44.5087609069389 40.1552916733764",47604,"","Aqsesarner","supermarket/shop(food)",10
"691","44.5087671053143 40.1553602628714",47605,"","Market","supermarket/shop(food)",10
"692","44.5094730014646 40.155270801284",47608,"???????? ?????","Sasuntsi Davit","playground/attraction",4
"693","44.5087339574804 40.1560053714891",47610,"","Shuka","supermarket/shop(food)",10
"694","44.508854601223 40.1560039983397",47611,"Tntesakan","Houseware Store","mall/shop(non-food)",14
"695","44.5094888118136 40.15577111181",47612,"","Aqsesuarner","mall/shop(non-food)",14
"696","44.5106534775795 40.155336369842",47615,"????? ?????","""Grand Candy""","restaurant/cafe",6
"697","44.5105728088669 40.1555073970601",47616,"""Arevik""","""Arevik""","supermarket/shop(food)",10
"698","44.5106382960512 40.1556866627826",47617,"Beeline","","mall/shop(non-food)",14
"699","44.5106014651245 40.1557983689127",47620,"","","bus_stop",4
"700","44.5106736896734 40.1558211632571",47621,"Help","","healthcare",10
"701","44.510571281731 40.1569993870109",47624,"","","mall/shop(non-food)",14
"702","44.5105418169896 40.1571980785192",47625,"????-?????? ??????? ????","Acba-Credit Agricole Bank","bank/atm",10
"703","44.5108081674714 40.1574390615655",47628,"","Market","supermarket/shop(food)",10
"704","44.5110260089278 40.1582829074237",47629,"??????? ??????????","","supermarket/shop(food)",10
"705","44.5085003955065 40.159246613115",47630,"??????? 0013","HayPost 0013","post_office",3
"706","44.5095691212 40.1599839551021",47632,"Mashtots private school","","School/kindergarten",7
"707","44.5110401124778 40.1601190649446",47634,"","Market","supermarket/shop(food)",10
"708","44.5116981284234 40.1552121671482",47635,"","Butka","supermarket/shop(food)",10
"709","44.5119099511674 40.1561527102519",47638,"","Mterq","supermarket/shop(food)",10
"710","44.5111855497222 40.1573798113972",47640,"","Shinanyut","supermarket/shop(food)",10
"711","44.5112780761965 40.1575496663184",47641,"","Dubai","supermarket/shop(food)",10
"712","44.5145680660931 40.1551557986866",47642,"","Mterq","supermarket/shop(food)",10
"713","44.5152568044214 40.1574253990168",47644,"?16 ???? ????? ?????? ?????????? ?????","School No16 AFT Avetic Isahakyan","School/kindergarten",7
"714","44.5112226501435 40.1586242600386",47647,"","Market","supermarket/shop(food)",10
"715","44.5113241597706 40.1589691123156",47648,"","Market","supermarket/shop(food)",10
"716","44.5117381034535 40.1589086963554",47649,"","Market","supermarket/shop(food)",10
"717","44.5115051703003 40.1591893554971",47650,"","Market","supermarket/shop(food)",10
"718","44.5120198151266 40.1596071153048",47651,"Jano","","restaurant/cafe",6
"719","44.5116173698793 40.1599148897028",47653,"??? ?????? ??? ??????????","VTB Tigran Mets Branch","bank/atm",10
"720","44.5114364491811 40.1602736033626",47654,"","Market","supermarket/shop(food)",10
"721","44.5065455716167 40.1631273862045",47658,"VTB","","bank/atm",10
"722","44.5080465666249 40.1631021915526",47659,"Unibank","","bank/atm",10
"723","44.5103695201181 40.1615166945815",47660,"?????? ????????? ????? ?·34 ?????","","School/kindergarten",7
"724","44.5119329480386 40.1610710050249",47665,"????? ??????? ????? ??? 60 ?????","School N 60 after Teryan","School/kindergarten",7
"725","44.5119253123587 40.1614934902375",47667,"","Matket","supermarket/shop(food)",10
"726","44.5125153258373 40.1621784956111",47671,"???????","""Kamurj""","restaurant/cafe",6
"727","44.5125296988819 40.1622420666152",47673,"","Market","supermarket/shop(food)",10
"728","44.5125515279433 40.1623039212823",47674,"??? ????","""Mets Hayq""","restaurant/cafe",6
"729","44.5138680089922 40.1630761730876",47680,"Draft beers","","pub/bar",4
"730","44.5112074686152 40.16339388601",47681,"","","restaurant/cafe",6
"731","44.5117522070035 40.1636623756114",47682,"??? 17 ???????????","Polyclinic no. 17","healthcare",10
"732","44.5123903701813 40.1633109567649",47683,"Tonusless","","healthcare",10
"733","44.5121441419619 40.1645218647146",47685,"Kindergarten","","School/kindergarten",7
"734","44.5131507042378 40.1634989204219",47688,"36.6","","healthcare",10
"735","44.5127249027931 40.1647865055341",47693,"","","healthcare",10
"736","44.5129174117585 40.1648747189113",47694,"","","bus_stop",4
"737","44.512685107426 40.1649870964095",47696,"HayPost 0018","","post_office",3
"738","44.5165323222933 40.1634703620619",47708,"""Tsiran""","","supermarket/shop(food)",10
"739","44.516414283665 40.1637902012771",47709,"","","healthcare",10
"740","44.5142478166943 40.1652811854511",47710,"Khenkikian Electronics","","mall/shop(non-food)",14
"741","44.5139645778852 40.1654550021847",47711,"","","supermarket/shop(food)",10
"742","44.5149341295713 40.1657619949494",47714,"""36.6""","","healthcare",10
"743","44.5159922551445 40.1655770580611",47716,"""Computers""","","mall/shop(non-food)",14
"744","44.5160493879966 40.1659688985027",47717,"""??????????""","""Radiolubitel""","mall/shop(non-food)",14
"745","44.5251186892735 40.1271296630076",47718,"","Mterq","supermarket/shop(food)",10
"746","44.5270416229707 40.1272263737459",47719,"","Mterq","supermarket/shop(food)",10
"747","44.522989322724 40.1285176000308",47721,"","Mterq","supermarket/shop(food)",10
"748","44.5230717880671 40.1285314057647",47722,"","Mterq","supermarket/shop(food)",10
"749","44.523137904072 40.1284220587804",47723,"","Mterq","supermarket/shop(food)",10
"750","44.5230972103897 40.1289659071812",47724,"","Mterq","supermarket/shop(food)",10
"751","44.524571705097 40.1293456643647",47727,"","Mterq","supermarket/shop(food)",10
"752","44.5245773644833 40.1295385986086",47728,"","Xaxaliq","mall/shop(non-food)",14
"753","44.5234700112326 40.1297699953472",47729,"","","healthcare",10
"754","44.5245709864448 40.1298419761251",47731,"","Shoko","supermarket/shop(food)",10
"755","44.5251531845804 40.1275987912273",47732,"72","","School/kindergarten",7
"756","44.5251318046767 40.1286700124304",47733,"","Markiz","supermarket/shop(food)",10
"757","44.5273746284465 40.1279062985541",47735,"","Mini market","supermarket/shop(food)",10
"758","44.5263766001659 40.129019481302",47736,"","HD","supermarket/shop(food)",10
"759","44.5231944979349 40.1303573095635",47737,"????????????? ???????? 1 ??????????","ArmEconomBank","bank/atm",10
"760","44.5236554235072 40.1306047066886",47738,"","","bank/atm",10
"761","44.523653177719 40.1306542958985",47739,"","","bank/atm",10
"762","44.5242844238692 40.1303880110325",47740,"??? ???","""Ani Bar""","pub/bar",4
"763","44.524307510572 40.1304330673018",47741,"Ameria Bank (ATM)","","bank/atm",10
"764","44.5242899035924 40.1305266139121",47742,"","","restaurant/cafe",6
"765","44.5245650575639 40.13056260391",47743,"","","bus_stop",4
"766","44.5246530026302 40.1307286109625",47744,"","","healthcare",10
"767","44.5245697288034 40.1310898139842",47746,"","Mterq","supermarket/shop(food)",10
"768","44.5245881442667 40.1317105649497",47747,"","Mterq","supermarket/shop(food)",10
"769","44.5245495167095 40.1328721054098",47750,"","Mterq","supermarket/shop(food)",10
"770","44.5272885698423 40.131003754568",47752,"","Mterq","supermarket/shop(food)",10
"771","44.5249674129797 40.1318966929793",47753,"ABB (Erebuni)","","bank/atm",10
"772","44.5249648976969 40.1319793858591",47754,"","Tntesakan","mall/shop(non-food)",14
"773","44.5252606230884 40.1319011572984",47755,"HayPost 0087","HayPost 0087","post_office",3
"774","44.5251919019692 40.1319765699072",47756,"","Mterq","supermarket/shop(food)",10
"775","44.5251335114757 40.1320874908509",47757,"","Mterq","supermarket/shop(food)",10
"776","44.5257244232696 40.1320554165161",47758,"","Mterq","supermarket/shop(food)",10
"777","44.5269429879525 40.1323695657727",47759,"","Silvi&Anna","beauty_salon",4
"778","44.5269826934881 40.1324366674262",47760,"","Mterq","supermarket/shop(food)",10
"779","44.52702042273 40.1325508843154",47761,"???? ???????????","Amka Computers","mall/shop(non-food)",14
"780","44.5275275217079 40.1326806916114",47762,"","Javaxq mterq","supermarket/shop(food)",10
"781","44.5278715764617 40.1272570766291",47763,"","Mterq","supermarket/shop(food)",10
"782","44.5280400105775 40.1289567034178",47770,"","Mterq","supermarket/shop(food)",10
"783","44.5284190097958 40.1296342756577",47771,"","Mterq","supermarket/shop(food)",10
"784","44.5278382489647 40.1306080721624",47772,"?160 ?????","School No160","School/kindergarten",7
"785","44.5283241477018 40.1303464575868",47773,"?????? ??????????? ????? ????????????? ?????","School AFT Miqael Maluntsyan","School/kindergarten",7
"786","44.5279934778458 40.1311819860395",47774,"","Mterq","supermarket/shop(food)",10
"787","44.5279843150299 40.1327568588458",47775,"","Lolo market","supermarket/shop(food)",10
"788","44.5381193775599 40.1320833699522",47778,"??????????????? ?????????????","Gravestone production","mall/shop(non-food)",14
"789","44.5172798104412 40.1369201028228",47780,"","Market","supermarket/shop(food)",10
"790","44.5225568737463 40.1333521141748",47782,"","""Markiz""","supermarket/shop(food)",10
"791","44.5244523189958 40.1361268816273",47786,"","Market","supermarket/shop(food)",10
"792","44.5247209152657 40.1366614656564",47787,"","Market","supermarket/shop(food)",10
"793","44.5224633591252 40.1374099723786",47788,"","Market","supermarket/shop(food)",10
"794","44.5174705227761 40.1389897141121",47789,"","Market","supermarket/shop(food)",10
"795","44.5171147899235 40.1424462968852",47794,"Converse bank","","bank/atm",10
"796","44.5195511108056 40.1417738654268",47797,"Beauty salon","","beauty_salon",4
"797","44.52032366195 40.1417626032419",47798,"","Tntesakan","mall/shop(non-food)",14
"798","44.520058119952 40.1418450781012",47799,"36.6","","healthcare",10
"799","44.5212938424568 40.141589893283",47800,"","","bank/atm",10
"800","44.5211272948031 40.1416600073988",47801,"Yerevan City","Krpak","supermarket/shop(food)",10
"801","44.5220340542509 40.1414550899365",47802,"","","healthcare",10
"802","44.5219925520848 40.1416379636934",47803,"","Market","supermarket/shop(food)",10
"803","44.5215366570781 40.1416787548436",47804,"","Universam","mall/shop(non-food)",14
"804","44.5216673619519 40.1417893852638",47805,"","","bus_stop",4
"805","44.5220655851174 40.1421451044507",47808,"","Mterq","supermarket/shop(food)",10
"806","44.5218605895695 40.1421571906297",47809,"","Mterq","supermarket/shop(food)",10
"807","44.522072322482 40.1421920070539",47811,"","Xoxanj","supermarket/shop(food)",10
"808","44.5220814852979 40.1422523005432",47812,"","Tntesakan","mall/shop(non-food)",14
"809","44.5220798683304 40.1423998751561",47813,"","","bus_stop",4
"810","44.5220840005807 40.1424388803981",47814,"","Tntesakan","mall/shop(non-food)",14
"811","44.5205628833101 40.143761817819",47815,"","Kodak","supermarket/shop(food)",10
"812","44.5220367491968 40.1437765818338",47816,"","Butka","supermarket/shop(food)",10
"813","44.5220590274158 40.1438488224554",47817,"","Grenakan","mall/shop(non-food)",14
"814","44.5257281063623 40.1390721923374",47819,"","Mterq","supermarket/shop(food)",10
"815","44.5265822245344 40.1397185544462",47820,"45","","School/kindergarten",7
"816","44.5221015177287 40.1420800038584",47823,"","","bank/atm",10
"817","44.5223799056353 40.1420377021743",47824,"","","bus_stop",4
"818","44.5224907577414 40.1420523978923",47825,"","Tntesakan","mall/shop(non-food)",14
"819","44.5244607631594 40.1414836575555",47826,"","Market","supermarket/shop(food)",10
"820","44.5236813848189 40.1420705958563",47827,"??????????? ???? ???","Credofinance universal credit organization","bank/atm",10
"821","44.5243916827141 40.1420043964467",47828,"","Mterq","supermarket/shop(food)",10
"822","44.5222212631561 40.1437068132519",47829,"","Mterq","supermarket/shop(food)",10
"823","44.5252622400559 40.1419347633882",47830,"","Tntesakan","supermarket/shop(food)",10
"824","44.5256157271202 40.141486267097",47831,"","Tntesakan","supermarket/shop(food)",10
"825","44.5256002760973 40.1415666134578",47832,"","","bus_stop",4
"826","44.5260063146058 40.1418945904374",47833,"","Jin","supermarket/shop(food)",10
"827","44.5263111129817 40.1418145878235",47834,"","","bus_stop",4
"828","44.527191102634 40.1413594982012",47835,"","Mterq","supermarket/shop(food)",10
"829","44.5273594469182 40.1413921861948",47837,"","Market","supermarket/shop(food)",10
"830","44.5277545259802 40.1345700121718",47838,"","Mterq","supermarket/shop(food)",10
"831","44.5315724557692 40.13658241836",47841,"","Mterq","supermarket/shop(food)",10
"832","44.5328169817638 40.1359799801664",47842,"","Market","supermarket/shop(food)",10
"833","44.5329302593212 40.1362387572815",47843,"","Mterq","supermarket/shop(food)",10
"834","44.5322921859749 40.1373459660705",47844,"","Mterq","supermarket/shop(food)",10
"835","44.5323660274912 40.1374658748343",47845,"","Mterq","supermarket/shop(food)",10
"836","44.5378249098097 40.1372426767939",47847,"","Mterq","supermarket/shop(food)",10
"837","44.5293511915662 40.1412108225696",47848,"","Mterq","supermarket/shop(food)",10
"838","44.5296400897616 40.1412052601032",47849,"????","","state institutions/NGO",4
"839","44.5304440819408 40.1412185138805",47851,"","Mterq","supermarket/shop(food)",10
"840","44.5279347280262 40.1413558585707",47853,"","Tntesakan","mall/shop(non-food)",14
"841","44.5282340466788 40.1413123890063",47854,"","Mterq","supermarket/shop(food)",10
"842","44.5277178747166 40.1418352580358",47855,"36.6","","healthcare",10
"843","44.5282808489051 40.1417534698833",47856,"","Butka","supermarket/shop(food)",10
"844","44.5288743658134 40.1416893989949",47857,"","","bus_stop",4
"845","44.5288722098567 40.1418693879074",47858,"20","","post_office",3
"846","44.5298406835645 40.1416589773193",47860,"","Mini market","supermarket/shop(food)",10
"847","44.5299693223132 40.1416830811762",47861,"","Mterq","supermarket/shop(food)",10
"848","44.5325208072147 40.1414741807986",47863,"","Mterq","supermarket/shop(food)",10
"849","44.533813393077 40.1409362696707",47865,"","Mterq","supermarket/shop(food)",10
"850","44.5335311424147 40.1414511756224",47867,"","","bus_stop",4
"851","44.5342128738838 40.1414509009337",47869,"King Argishti","","playground/attraction",4
"852","44.5333798661209 40.1435832073206",47874,"","Lu el","supermarket/shop(food)",10
"853","44.5377550208806 40.1424616792264",47875,"","Tntesakan","supermarket/shop(food)",10
"854","44.5380317019882 40.14253227314",47877,"","Mterq","supermarket/shop(food)",10
"855","44.542143021549 40.131111792429",47884,"","Mterq","supermarket/shop(food)",10
"856","44.5422606110197 40.1312477838981",47885,"","Mterq","supermarket/shop(food)",10
"857","44.540505213123 40.1427446724788",47907,"","Mterq","supermarket/shop(food)",10
"858","44.5409129584304 40.1431503101081",47908,"","Mterq","supermarket/shop(food)",10
"859","44.5414011029558 40.1418415758403",47909,"????????? ?????","Vardashen high school","School/kindergarten",7
"860","44.5416381683593 40.1427202943149",47910,"","","supermarket/shop(food)",10
"861","44.5416938639069 40.1428684172773",47911,"","","supermarket/shop(food)",10
"862","44.54458868491 40.1429833033396",47912,"","Butka","supermarket/shop(food)",10
"863","44.517965225003 40.1441209601526",47929,"","Mterq","supermarket/shop(food)",10
"864","44.5186150662796 40.1445769926435",47930,"","Mterq","supermarket/shop(food)",10
"865","44.5187376863158 40.1463758911361",47931,"","Mterq","supermarket/shop(food)",10
"866","44.5197237670032 40.1459325742376",47932,"","Mterq","supermarket/shop(food)",10
"867","44.5204870655001 40.1458981717364",47933,"","Mterq","supermarket/shop(food)",10
"868","44.5207597041889 40.1457988781924",47934,"","Mterq","supermarket/shop(food)",10
"869","44.521580674527 40.1455196744063",47935,"","GM dent","healthcare",10
"870","44.5183222154969 40.1468856058595",47936,"","Market","supermarket/shop(food)",10
"871","44.5185384399858 40.1469391658536",47937,"","Market","supermarket/shop(food)",10
"872","44.5181319523198 40.1491156572171",47938,"","","healthcare",10
"873","44.5221647591247 40.145420380309",47939,"","Market","supermarket/shop(food)",10
"874","44.5224046991371 40.1457616602429",47940,"","","bus_stop",4
"875","44.5221787728432 40.1459715087837",47941,"","","bus_stop",4
"876","44.5271637040178 40.1446907084451",47943,"","Mterq","supermarket/shop(food)",10
"877","44.5262655683968 40.1462443933182",47944,"","Mterq","supermarket/shop(food)",10
"878","44.518434594739 40.15081501198",47951,"","Market","supermarket/shop(food)",10
"879","44.5186097662194 40.1510810108124",47958,"""Taq hats""","","supermarket/shop(food)",10
"880","44.5204264292185 40.1508049185603",47959,"?????? ????????? ????? ?????????? ?????","","School/kindergarten",7
"881","44.5217449763925 40.1505595175413",47961,"","Mterq","supermarket/shop(food)",10
"882","44.518682799252 40.1545696600342",47963,"","Mterq","supermarket/shop(food)",10
"883","44.5206980797604 40.1544416110316",47968,"??????","","supermarket/shop(food)",10
"884","44.5212304213977 40.1544142160662",47969,"?????? ?????? ??????","?????? ?????? ??????","supermarket/shop(food)",10
"885","44.5225990945646 40.150114786015",47971,"","ArtDent","healthcare",10
"886","44.5226881176093 40.1503832594632",47973,"","Market","supermarket/shop(food)",10
"887","44.5228745180307 40.1503836714421",47974,"","","bus_stop",4
"888","44.5270107209249 40.1503512624277",47975,"??? ????","""Nor Zovq""","supermarket/shop(food)",10
"889","44.5224072144199 40.1540401603952",47976,"?17 ???????? ????? ???? ?????????????? ?????","School No 17 AFT Vrezh Hambatsumyan","School/kindergarten",7
"890","44.5229985753715 40.1540696839537",47978,"","","bus_stop",4
"891","44.5225665755513 40.1543570916917",47979,"","","bus_stop",4
"892","44.5228023833134 40.1545424024383",47981,"","","bus_stop",4
"893","44.523139251545 40.1546105807369",47982,"","Mterq","supermarket/shop(food)",10
"894","44.5232091404741 40.1548774572655",47984,"","Mterq","supermarket/shop(food)",10
"895","44.5297124041419 40.145249121684",47987,"","","School/kindergarten",7
"896","44.5293825427696 40.1455306612961",47988,"","Market","supermarket/shop(food)",10
"897","44.5294797404833 40.1456013893567",47989,"","Market","supermarket/shop(food)",10
"898","44.5284378744168 40.1475969203366",47990,"","Mterq","supermarket/shop(food)",10
"899","44.5283523548018 40.1476719035312",47991,"","Mterq","supermarket/shop(food)",10
"900","44.5361757826112 40.1441480159226",47995,"","Mterq","supermarket/shop(food)",10
"901","44.5367472907949 40.1443534059472",47996,"","Mterq","supermarket/shop(food)",10
"902","44.5380381698582 40.1448838737997",47998,"","Mterq","supermarket/shop(food)",10
"903","44.528269260638 40.1516923784701",48006,"Lake Argishty","","restaurant/cafe",6
"904","44.5320801835678 40.1526740981747",48008,"ASHB","","bank/atm",10
"905","44.5332959634733 40.1513214662688",48009,"X-body gym","X-body gym","sport/fitness",4
"906","44.5191324958832 40.1559678845021",48017,"","Mterq","supermarket/shop(food)",10
"907","44.5166622186834 40.1577000912394",48021,"????????? ???????????","""VARDANANQ"" school complex","School/kindergarten",7
"908","44.5181455168805 40.1570436017576",48023,"","PROSECUTOR'S OFFICE OF EREBUNI","state institutions/NGO",4
"909","44.5189193256663 40.1564434047113",48024,"","Market","supermarket/shop(food)",10
"910","44.5182311263271 40.1572386543569",48025,"","","playground/attraction",4
"911","44.5184924462433 40.1577187656016",48026,"School No120","","School/kindergarten",7
"912","44.5195255986515 40.1563001860094",48027,"","Mterq","supermarket/shop(food)",10
"913","44.5213057002186 40.1555260033673",48030,"","","state institutions/NGO",4
"914","44.5212119161029 40.1593298219411",48034,"??? 1 ???????? ???????????","Pediatric policlinic no 1","healthcare",10
"915","44.5222786655028 40.1552712132333",48035,"","Mterq","supermarket/shop(food)",10
"916","44.523129729403 40.1550916717805",48036,"","Mterq","supermarket/shop(food)",10
"917","44.5243120021484 40.1575607199181",48037,"","","supermarket/shop(food)",10
"918","44.5191676200108 40.161523285163",48042,"?????????? ?????????? ?????","Internation School of Marketing (ISM)","School/kindergarten",7
"919","44.5175204691059 40.1625505842281",48043,"School No39 AFT. Timoshenko","","School/kindergarten",7
"920","44.5262502072054 40.1634453048372",48057,"School no 47","School no 47","School/kindergarten",7
"921","44.5279908727314 40.1581094156038",48058,"School no 70","","School/kindergarten",7
"922","44.5276264262207 40.1597742871619",48060,"Policlinic no 10","","healthcare",10
"923","44.5351614948239 40.160034689978",48061,"School no 167","","School/kindergarten",7
"924","44.5379985541542 40.159323986342",48062,"","","state institutions/NGO",4
"925","44.5411230743754 40.1441565996037",48068,"","Mterq","supermarket/shop(food)",10
"926","44.5413348971194 40.1450536913062",48071,"","Mterq","supermarket/shop(food)",10
"927","44.5427821728736 40.1659925132012",48104,"""Baqos"" Restaurant","","restaurant/cafe",6
"928","44.4908688919305 40.1709937702127",48205,"Araratbank","","bank/atm",10
"929","44.4915197213538 40.1714851787289",48206,"","","bus_stop",4
"930","44.4920899718962 40.1722070121927",48208,"","","bus_stop",4
"931","44.4919322277323 40.1726693083098",48209,"HayPost 0082","","post_office",3
"932","44.4815060212187 40.1866801568737",48247,"El Garden","","restaurant/cafe",6
"933","44.4875934547415 40.1795024120682",48248,"""ZigZag""","","mall/shop(non-food)",14
"934","44.488304650952 40.178887657201",48249,"Michael's","","restaurant/cafe",6
"935","44.4883769653323 40.1790709792364",48250,"Cinema Star","","cinema/theatre/museum",6
"936","44.4888749913259 40.1796840852382",48251,"","Yerevan City","supermarket/shop(food)",10
"937","44.4874883518533 40.1800048089178",48254,"Mankan, Made in Armenia","","mall/shop(non-food)",14
"938","44.4879742505905 40.179750110652",48255,"??????? ????","Burger King","restaurant/cafe",6
"939","44.4887865971019 40.1802722033198",48256,"Dalma Garden","","bus_stop",4
"940","44.4925438906092 40.1783116754979",48261,"""?????""","""Tsiran""","supermarket/shop(food)",10
"941","44.4929784057122 40.178793284938",48270,"","Kilikia","bus_stop",4
"942","44.493049103125 40.1788262980864",48271,"","","supermarket/shop(food)",10
"943","44.4932358628726 40.17915800727",48272,"","Kilikia","bus_stop",4
"944","44.4934070817658 40.1789530656815",48273,"","","supermarket/shop(food)",10
"945","44.4939730203948 40.1790101693611",48274,"???????","""Kilikia""","healthcare",10
"946","44.4893524458994 40.1802538096934",48275,"Dalma Garden","","bus_stop",4
"947","44.4879418214087 40.1833070147453",48280,"Orange Fitness","","sport/fitness",4
"948","44.4897270433728 40.1829076564449",48285,"Armenian association for the disabled Pyunic","","state institutions/NGO",4
"949","44.5002983278048 40.1705064080639",48300,"","","state institutions/NGO",4
"950","44.498027117272 40.1719496076446",48303,"81 ?????","School No81","School/kindergarten",7
"951","44.4983011932652 40.1727527066059",48304,"???????? ????????","""Yerevan Nights""","restaurant/cafe",6
"952","44.4971731787629 40.1767607147569",48311,"?????? ??????? ????????","Ararat Brandy Museum","cinema/theatre/museum",6
"953","44.5013039019339 40.1737646664056",48322,"Noy-Ararat Museum","","cinema/theatre/museum",6
"954","44.5021302621637 40.1741982607875",48327,"VivaCell-MTS HQ","","mall/shop(non-food)",14
"955","44.5023802633073 40.1741406725844",48328,"ConversBank (inside VIVACELL)","","bank/atm",10
"956","44.502412512826 40.1741417021713",48329,"ACBA (inside VIVACELL)","","bank/atm",10
"957","44.5024405402629 40.1741524785132",48330,"Byblos","","bank/atm",10
"958","44.5039225808186 40.173861997157",48339,"VTB","","bank/atm",10
"959","44.5042475912884 40.1737860819285",48342,"Santen Armenia","","healthcare",10
"960","44.5028537652936 40.1765681205296",48345,"????????????? ?????????? ??????????? ???","Federation of Youth Clubs FYCA NGO","state institutions/NGO",4
"961","44.5034286870754 40.1743329991455",48346,"?????? ?????????? ????????","Yerevan History Museum","cinema/theatre/museum",6
"962","44.5032898075325 40.1759762639292",48354,"","","School/kindergarten",7
"963","44.5029638089159 40.1766764977475",48355,"???????? ??????","Armenian Tours","state institutions/NGO",4
"964","44.5033312198671 40.1768677875762",48356,"","","supermarket/shop(food)",10
"965","44.5045090010361 40.1763062711222",48360,"","","healthcare",10
"966","44.5042665457409 40.1767318874305",48364,"Haypost 0015","","post_office",3
"967","44.5055886861761 40.1766703890933",48365,"???????","Tabule","restaurant/cafe",6
"968","44.5056992687875 40.1678837218334",48371,"Armos, Made in Armenia","","mall/shop(non-food)",14
"969","44.5065788092822 40.1674043689283",48373,"""Green paradase""","","mall/shop(non-food)",14
"970","44.5067073581994 40.1686550177842",48376,"HayPost 0023","","post_office",3
"971","44.5090376778779 40.1674689647269",48381,"AROi mot","","restaurant/cafe",6
"972","44.5075163809443 40.1703245043932",48388,"ABB","","bank/atm",10
"973","44.5084164030274 40.1696478184581",48392,"""SEM"" Restaurant","","restaurant/cafe",6
"974","44.5093420270962 40.1695148555373",48394,"Fastcredit","","bank/atm",10
"975","44.5088044752302 40.1709812773112",48398,"Finca","","bank/atm",10
"976","44.5093772410553 40.1709687844073",48400,"Modus Vivendi Center","","state institutions/NGO",4
"977","44.5134477771022 40.1664624714531",48402,"?????","""Krpak""","supermarket/shop(food)",10
"978","44.5125034680756 40.1678025828571",48405,"","","School/kindergarten",7
"979","44.5131578009285 40.1680230033189",48406,"","","bus_stop",4
"980","44.5134601738532 40.1677868630273",48407,"","","bus_stop",4
"981","44.5130313181365 40.1682673801974",48408,"?????????? «????????» ??????????","Ardshinbank Erebuni branch","bank/atm",10
"982","44.5136208824575 40.1682412950669",48409,"HSBC","","bank/atm",10
"983","44.5145730966587 40.168752287219",48410,"????? ????","""Tashir Pizza""","restaurant/cafe",6
"984","44.5137378431075 40.1693477763092",48414,"??????","Ucom","mall/shop(non-food)",14
"985","44.5132353255376 40.1696960749417",48416,"MTS Vivacell","","mall/shop(non-food)",14
"986","44.5138002760197 40.1701023753251",48420,"AEB","","bank/atm",10
"987","44.5138088998465 40.1701997113288",48422,"Beeline","","mall/shop(non-food)",14
"988","44.5132349662114 40.1705375032464",48424,"""Pizza di Roma""","""Pizza di Roma""","restaurant/cafe",6
"989","44.513725356525 40.1706945577251",48425,"ArmEkonomBank (ATM)","","bank/atm",10
"990","44.5144900024949 40.1689017949422",48426,"","Marca Shoes","mall/shop(non-food)",14
"991","44.5138823820367 40.1692879873811",48427,"ProCreditBank (ATM)","","bank/atm",10
"992","44.5148182468997 40.168985609734",48428,"","Coffee shop","restaurant/cafe",6
"993","44.5145634846851 40.169280573825",48429,"INECOBANK","","bank/atm",10
"994","44.515329657791 40.1690241878425",48430,"""Vratsakan""","","restaurant/cafe",6
"995","44.5155015055048 40.169060157447",48431,"""Vivarobet.com""","","bookmaker",1
"996","44.5152341668762 40.1692124789008",48432,"ABB","ABB","bank/atm",10
"997","44.5157114417867 40.1691421186503",48433,"""Aleppo King Shawarma""","","restaurant/cafe",6
"998","44.5161182887789 40.1693188085458",48434,"""Lili Travel""","","state institutions/NGO",4
"999","44.5164582112824 40.1695386749336",48437,"???","""SEF""","bank/atm",10
"1000","44.5165685243993 40.169700879995",48439,"Pharmacy","","healthcare",10
"1001","44.5139618829393 40.1713641631052",48441,"ArmEkonomBank (ATM)","","bank/atm",10
"1002","44.514000241002 40.1713962875232",48442,"Court of Kentron and Nork Marash Districts","","state institutions/NGO",4
"1003","44.5139931443112 40.1714599185371",48443,"ACBA (ATM)","","bank/atm",10
"1004","44.5073911557936 40.1719487153072",48447,"???? ??????","Mayr Optics","healthcare",10
"1005","44.5070475501975 40.1723609739665",48450,"???????","""Expert""","mall/shop(non-food)",14
"1006","44.5058323092811 40.1739156731534",48452,"Ameriabank","","bank/atm",10
"1007","44.5103027752925 40.1716944672932",48455,"","","bus_stop",4
"1008","44.5104911520076 40.1720811929716",48456,"","","bus_stop",4
"1009","44.5108539815509 40.173032622113",48458,"Marinka","","beauty_salon",4
"1010","44.510535079625 40.1741113636709",48461,"State chamber","State Chamber Musical Theatre","cinema/theatre/museum",6
"1011","44.5062849703528 40.1756092594526",48467,"??????? ?????? ????????","Khalil Gibran monument","playground/attraction",4
"1012","44.5074437970693 40.1762937791986",48468,"?????? ?????????","Nelson Stepanyan monument","playground/attraction",4
"1013","44.5093957463502 40.174891717755",48469,"","At Artush","restaurant/cafe",6
"1014","44.50917709641 40.17523051589",48471,"???? ???????? ?????????? ??????","Mher Mkrtchyan Theatre","cinema/theatre/museum",6
"1015","44.5103530809484 40.1743367056477",48472,"""Tashir Pizza""","","restaurant/cafe",6
"1016","44.5109306976761 40.1747223866917",48473,"VTB","VTB","bank/atm",10
"1017","44.5109057245112 40.1747676194735",48474,"??? ???","SME DNC","state institutions/NGO",4
"1018","44.5105921226456 40.1751084087344",48475,"??????","Ameria","bank/atm",10
