"","TYPE","point","lon","lat","cell","districtName"
"2598","bank/atm",10,44.5209081957053,40.2000203741968,3,"Kanaker-Zeytun"
"2599","healthcare",10,44.5208731614092,40.2006772027284,9,"Kentron"
"2600","healthcare",10,44.5208731614092,40.2006772027284,4,"Arabkir"
"2601","healthcare",10,44.5208731614092,40.2006772027284,9,"Kentron"
"2602","healthcare",10,44.5208731614092,40.2006772027284,4,"Arabkir"
"2603","supermarket/shop(food)",10,44.5217050013623,40.2007784057648,3,"Kanaker-Zeytun"
"2604","mall/shop(non-food)",14,44.5213489990152,40.2012337146419,4,"Arabkir"
"2605","healthcare",10,44.5218976899908,40.2010390629238,3,"Kanaker-Zeytun"
"2606","supermarket/shop(food)",10,44.5218125297018,40.2016877854587,4,"Arabkir"
"2607","supermarket/shop(food)",10,44.5179700759056,40.2040007686842,4,"Arabkir"
"2608","supermarket/shop(food)",10,44.5214913819878,40.2038036549827,4,"Arabkir"
"2609","supermarket/shop(food)",10,44.5233927561181,40.2009694904082,3,"Kanaker-Zeytun"
"2610","beauty_salon",4,44.522118226393,40.2020003776232,4,"Arabkir"
"2611","healthcare",10,44.5226456272963,40.2017767742001,3,"Kanaker-Zeytun"
"2612","bus_stop",4,44.5226713191135,40.2020279592155,3,"Kanaker-Zeytun"
"2614","healthcare",10,44.5224575200758,40.2023957127082,4,"Arabkir"
"2615","supermarket/shop(food)",10,44.5230242671886,40.2019675815858,3,"Kanaker-Zeytun"
"2616","beauty_salon",4,44.522263573806,40.2026001031993,4,"Arabkir"
"2617","restaurant/cafe",6,44.5226016996789,40.2024998634282,4,"Arabkir"
"2618","bank/atm",10,44.5226292779582,40.2025819900689,4,"Arabkir"
"2619","supermarket/shop(food)",10,44.5228668823508,40.2027219550417,4,"Arabkir"
"2620","bus_stop",4,44.5229218592462,40.202723670297,4,"Arabkir"
"2621","bank/atm",10,44.5234650704985,40.2027242191786,3,"Kanaker-Zeytun"
"2622","supermarket/shop(food)",10,44.5228392142401,40.2028090213423,4,"Arabkir"
"2623","School/kindergarten",7,44.5236055670089,40.2018788675391,3,"Kanaker-Zeytun"
"2624","supermarket/shop(food)",10,44.5235335221232,40.2027644933586,3,"Kanaker-Zeytun"
"2625","bank/atm",10,44.5235708022075,40.2028011997879,3,"Kanaker-Zeytun"
"2626","bank/atm",10,44.5232211778989,40.2031524141326,4,"Arabkir"
"2630","bank/atm",10,44.5176699487691,40.2055773832343,4,"Arabkir"
"2631","bank/atm",10,44.5183920145945,40.2062555632009,4,"Arabkir"
"2634","healthcare",10,44.5192414615272,40.2061759794591,4,"Arabkir"
"2635","beauty_salon",4,44.5193147640544,40.2061840750509,4,"Arabkir"
"2636","restaurant/cafe",6,44.5187757748839,40.2062008150851,4,"Arabkir"
"2638","bus_stop",4,44.5189067492523,40.206372880443,4,"Arabkir"
"2639","bank/atm",10,44.5195896485313,40.2061956695833,4,"Arabkir"
"2640","restaurant/cafe",6,44.5198824094824,40.206198413851,4,"Arabkir"
"2641","bus_stop",4,44.5193763884828,40.2065887161955,4,"Arabkir"
"2642","healthcare",10,44.5197917694702,40.2066707006703,4,"Arabkir"
"2643","supermarket/shop(food)",10,44.5198603109264,40.2066620562868,4,"Arabkir"
"2644","bank/atm",10,44.520431280121,40.2066619190744,4,"Arabkir"
"2645","healthcare",10,44.5205598290381,40.2066401708984,4,"Arabkir"
"2646","bank/atm",10,44.5204055883039,40.2067679156051,4,"Arabkir"
"2647","supermarket/shop(food)",10,44.5209182568365,40.2059628180628,4,"Arabkir"
"2649","restaurant/cafe",6,44.521161610447,40.2065938616675,4,"Arabkir"
"2650","bank/atm",10,44.5217542290399,40.206583090479,4,"Arabkir"
"2651","bus_stop",4,44.520183075608,40.2090993857245,4,"Arabkir"
"2652","bus_stop",4,44.5202107437187,40.2092547044486,4,"Arabkir"
"2653","mall/shop(non-food)",14,44.5222784858397,40.2056857827134,4,"Arabkir"
"2654","mall/shop(non-food)",14,44.5222670772356,40.2057069823381,4,"Arabkir"
"2656","bus_stop",4,44.5227598930005,40.2061623953283,4,"Arabkir"
"2657","bank/atm",10,44.5226118506417,40.206477573904,4,"Arabkir"
"2658","bank/atm",10,44.5227918730246,40.2059735893499,4,"Arabkir"
"2659","restaurant/cafe",6,44.5229109896313,40.2059576039359,4,"Arabkir"
"2660","bus_stop",4,44.5232757056366,40.2064806611924,4,"Arabkir"
"2661","restaurant/cafe",6,44.5247511884908,40.2064238550645,4,"Arabkir"
"2664","bank/atm",10,44.5275293183385,40.2068637582802,3,"Kanaker-Zeytun"
"2666","restaurant/cafe",6,44.5269985936686,40.2071412690555,4,"Arabkir"
"2667","mall/shop(non-food)",14,44.5226343983553,40.2092040063707,4,"Arabkir"
"2668","supermarket/shop(food)",10,44.5229099116529,40.2088642802472,4,"Arabkir"
"2669","bus_stop",4,44.5228787401126,40.2090165123374,4,"Arabkir"
"2670","School/kindergarten",7,44.5230358554558,40.2092307617887,4,"Arabkir"
"2671","mall/shop(non-food)",14,44.5234492601495,40.2097477567151,4,"Arabkir"
"2672","healthcare",10,44.5238746124365,40.2091719684588,4,"Arabkir"
"2673","bank/atm",10,44.5235426849391,40.2096983624657,4,"Arabkir"
"2674","bank/atm",10,44.5234778265755,40.2097048111614,4,"Arabkir"
"2675","bank/atm",10,44.52424920991,40.2093060199206,4,"Arabkir"
"2677","bank/atm",10,44.5272957563646,40.2079006617074,4,"Arabkir"
"2678","bank/atm",10,44.5275237487837,40.2077690086447,4,"Arabkir"
"2679","bus_stop",4,44.5252136411991,40.2087753694135,4,"Arabkir"
"2680","mall/shop(non-food)",14,44.5256274052189,40.2088653779111,4,"Arabkir"
"2681","bus_stop",4,44.5253977958323,40.2093222789591,4,"Arabkir"
"2682","School/kindergarten",7,44.5269357115987,40.2096874545642,4,"Arabkir"
"2683","restaurant/cafe",6,44.5315793727969,40.200866709579,3,"Kanaker-Zeytun"
"2684","supermarket/shop(food)",10,44.531785086997,40.2013920016863,3,"Kanaker-Zeytun"
"2685","bus_stop",4,44.5328587534246,40.2016462756358,3,"Kanaker-Zeytun"
"2686","School/kindergarten",7,44.5289581786294,40.2030411975972,3,"Kanaker-Zeytun"
"2687","university",6,44.5293293625048,40.2029513871957,3,"Kanaker-Zeytun"
"2688","university",6,44.5299425525177,40.2026678215644,3,"Kanaker-Zeytun"
"2690","bus_stop",4,44.5293781410247,40.2035828018809,3,"Kanaker-Zeytun"
"2691","bus_stop",4,44.5293520898815,40.2038938073002,3,"Kanaker-Zeytun"
"2692","bank/atm",10,44.5297486960794,40.203827873996,3,"Kanaker-Zeytun"
"2695","restaurant/cafe",6,44.5312067516171,40.2025210640492,3,"Kanaker-Zeytun"
"2696","restaurant/cafe",6,44.5318434774904,40.2021518017992,3,"Kanaker-Zeytun"
"2697","bank/atm",10,44.5307487904852,40.2032068902716,3,"Kanaker-Zeytun"
"2699","bank/atm",10,44.5319088748431,40.2044343070366,3,"Kanaker-Zeytun"
"2701","healthcare",10,44.5326415407889,40.2042748607486,3,"Kanaker-Zeytun"
"2702","bank/atm",10,44.5345980714777,40.2010101086903,3,"Kanaker-Zeytun"
"2703","bank/atm",10,44.5368056812884,40.1992499150707,3,"Kanaker-Zeytun"
"2704","bus_stop",4,44.5369680068602,40.199365803551,3,"Kanaker-Zeytun"
"2705","healthcare",10,44.5369751933825,40.1997886678889,3,"Kanaker-Zeytun"
"2706","bank/atm",10,44.5370846081841,40.1997407072601,3,"Kanaker-Zeytun"
"2707","bank/atm",10,44.5371275476547,40.1997055772788,3,"Kanaker-Zeytun"
"2708","bus_stop",4,44.5374449224446,40.1993046001865,3,"Kanaker-Zeytun"
"2709","bus_stop",4,44.5351344555338,40.2039755205985,3,"Kanaker-Zeytun"
"2710","healthcare",10,44.5356154135369,40.2040271145027,3,"Kanaker-Zeytun"
"2711","bus_stop",4,44.5353544529469,40.2043405877923,3,"Kanaker-Zeytun"
"2712","supermarket/shop(food)",10,44.5371171271974,40.2029480939167,3,"Kanaker-Zeytun"
"2713","supermarket/shop(food)",10,44.5375593678118,40.2023302582213,3,"Kanaker-Zeytun"
"2714","healthcare",10,44.5371985145621,40.2031927566679,3,"Kanaker-Zeytun"
"2715","healthcare",10,44.536938721782,40.2035010194998,3,"Kanaker-Zeytun"
"2717","supermarket/shop(food)",10,44.5280417173765,40.2070861786261,3,"Kanaker-Zeytun"
"2719","beauty_salon",4,44.5285415400006,40.206588373164,3,"Kanaker-Zeytun"
"2720","bank/atm",10,44.5292246189427,40.2061617778678,3,"Kanaker-Zeytun"
"2721","School/kindergarten",7,44.5296555407844,40.2065087212066,3,"Kanaker-Zeytun"
"2722","healthcare",10,44.5308732969836,40.2047698702671,3,"Kanaker-Zeytun"
"2723","healthcare",10,44.5327164602836,40.205499994133,3,"Kanaker-Zeytun"
"2724","place_of_worship",3,44.5322576008364,40.2061234953024,3,"Kanaker-Zeytun"
"2725","bank/atm",10,44.5280739668952,40.2074602163777,3,"Kanaker-Zeytun"
"2726","supermarket/shop(food)",10,44.5276159159318,40.2077710667977,4,"Arabkir"
"2727","healthcare",10,44.5283946654516,40.2078411125684,3,"Kanaker-Zeytun"
"2728","bank/atm",10,44.527913617617,40.2080563948073,4,"Arabkir"
"2729","bus_stop",4,44.5284225132255,40.2079812724976,3,"Kanaker-Zeytun"
"2730","supermarket/shop(food)",10,44.5285107277864,40.2087220640198,4,"Arabkir"
"2731","bus_stop",4,44.5286638007108,40.2086822736086,4,"Arabkir"
"2732","supermarket/shop(food)",10,44.5287237183402,40.2090054671184,4,"Arabkir"
"2733","healthcare",10,44.5289726415054,40.2092184817391,4,"Arabkir"
"2736","beauty_salon",4,44.5290652578112,40.2093087640624,4,"Arabkir"
"2737","mall/shop(non-food)",14,44.5291445790508,40.2093786024336,4,"Arabkir"
"2738","bank/atm",10,44.5291311941531,40.209503460639,4,"Arabkir"
"2739","bank/atm",10,44.5291391891591,40.2094503616281,4,"Arabkir"
"2740","bank/atm",10,44.5291372128655,40.209462710239,4,"Arabkir"
"2741","bank/atm",10,44.5291330806152,40.2094810959444,4,"Arabkir"
"2743","bank/atm",10,44.5299591713505,40.2094515964893,3,"Kanaker-Zeytun"
"2744","bank/atm",10,44.5299846835045,40.2094823994084,3,"Kanaker-Zeytun"
"2746","supermarket/shop(food)",10,44.5354629694332,40.2045171860262,3,"Kanaker-Zeytun"
"2747","healthcare",10,44.5345694152201,40.2053515961678,3,"Kanaker-Zeytun"
"2749","mall/shop(non-food)",14,44.5364938760533,40.2048229043365,3,"Kanaker-Zeytun"
"2750","healthcare",10,44.5365814617935,40.2053171551697,3,"Kanaker-Zeytun"
"2753","restaurant/cafe",6,44.5381979801472,40.2059125977714,3,"Kanaker-Zeytun"
"2755","supermarket/shop(food)",10,44.5380746414587,40.2059925934639,3,"Kanaker-Zeytun"
"2757","School/kindergarten",7,44.53762332786,40.2071128662743,3,"Kanaker-Zeytun"
"2758","healthcare",10,44.5360908918168,40.2098127924218,3,"Kanaker-Zeytun"
"2759","School/kindergarten",7,44.5436531793731,40.1880952193531,10,"Nork-Marash"
"2761","restaurant/cafe",6,44.549073703629,40.1966955152487,2,"Nor Nork"
"2762","university",6,44.5561482958176,40.1888953822572,10,"Nork-Marash"
"2764","School/kindergarten",7,44.5598167459433,40.1886573931104,2,"Nor Nork"
"2765","School/kindergarten",7,44.559998924283,40.1887389875227,2,"Nor Nork"
"2766","supermarket/shop(food)",10,44.5584683747019,40.1896212851715,10,"Nork-Marash"
"2767","healthcare",10,44.5601407682663,40.1930026221986,2,"Nor Nork"
"2768","restaurant/cafe",6,44.5520602426226,40.1943326714952,10,"Nork-Marash"
"2770","restaurant/cafe",6,44.5510904214419,40.1982937074745,2,"Nor Nork"
"2771","supermarket/shop(food)",10,44.5589796059301,40.1972185753519,2,"Nor Nork"
"2773","School/kindergarten",7,44.5398836687779,40.2002616854915,3,"Kanaker-Zeytun"
"2774","restaurant/cafe",6,44.5392583515086,40.2005403897053,3,"Kanaker-Zeytun"
"2775","supermarket/shop(food)",10,44.5435001064487,40.2011437646224,3,"Kanaker-Zeytun"
"2776","healthcare",10,44.5436690795536,40.2015411630448,3,"Kanaker-Zeytun"
"2777","School/kindergarten",7,44.5428689501301,40.2022668619914,3,"Kanaker-Zeytun"
"2778","healthcare",10,44.543682913609,40.2024278910439,3,"Kanaker-Zeytun"
"2779","bank/atm",10,44.5435531070505,40.2030840787629,3,"Kanaker-Zeytun"
"2780","healthcare",10,44.5436239841264,40.2030550567929,3,"Kanaker-Zeytun"
"2782","beauty_salon",4,44.5439213264854,40.2028867565658,3,"Kanaker-Zeytun"
"2783","bus_stop",4,44.5418882593344,40.2039268082327,3,"Kanaker-Zeytun"
"2784","beauty_salon",4,44.5421847033782,40.2038627960142,3,"Kanaker-Zeytun"
"2785","healthcare",10,44.5422175817176,40.2038689708289,3,"Kanaker-Zeytun"
"2786","bank/atm",10,44.5422148867717,40.2038973063603,3,"Kanaker-Zeytun"
"2787","bank/atm",10,44.542255400791,40.2039299642462,3,"Kanaker-Zeytun"
"2789","bus_stop",4,44.542637903439,40.2038118194669,3,"Kanaker-Zeytun"
"2790","beauty_salon",4,44.5426092471814,40.204400071398,3,"Kanaker-Zeytun"
"2792","bus_stop",4,44.542800588337,40.2032645224112,3,"Kanaker-Zeytun"
"2793","supermarket/shop(food)",10,44.5433425419479,40.2032034597855,3,"Kanaker-Zeytun"
"2794","bank/atm",10,44.543423659818,40.2031634603054,3,"Kanaker-Zeytun"
"2795","supermarket/shop(food)",10,44.5440593975446,40.2032202005558,3,"Kanaker-Zeytun"
"2796","beauty_salon",4,44.5446414160172,40.2015305968876,3,"Kanaker-Zeytun"
"2797","bank/atm",10,44.5445367622866,40.2016102546944,3,"Kanaker-Zeytun"
"2798","supermarket/shop(food)",10,44.5478522643372,40.2005972693758,3,"Kanaker-Zeytun"
"2801","mall/shop(non-food)",14,44.544139706931,40.2019312863711,3,"Kanaker-Zeytun"
"2802","mall/shop(non-food)",14,44.5446703417693,40.2020165011922,3,"Kanaker-Zeytun"
"2803","bank/atm",10,44.5450397290142,40.2021599664823,3,"Kanaker-Zeytun"
"2804","restaurant/cafe",6,44.5448968070525,40.2023257985318,3,"Kanaker-Zeytun"
"2805","supermarket/shop(food)",10,44.5450782667398,40.2022539631841,3,"Kanaker-Zeytun"
"2808","healthcare",10,44.5454476539847,40.2019542710556,3,"Kanaker-Zeytun"
"2809","bus_stop",4,44.5459661615667,40.2022296749977,3,"Kanaker-Zeytun"
"2811","bus_stop",4,44.5465508749851,40.202737666778,3,"Kanaker-Zeytun"
"2812","School/kindergarten",7,44.5470419839509,40.2017349213756,3,"Kanaker-Zeytun"
"2813","supermarket/shop(food)",10,44.5479322143975,40.2034340566713,3,"Kanaker-Zeytun"
"2814","supermarket/shop(food)",10,44.5481594881644,40.2035299040601,3,"Kanaker-Zeytun"
"2815","supermarket/shop(food)",10,44.549075051102,40.2040704753068,3,"Kanaker-Zeytun"
"2816","supermarket/shop(food)",10,44.539664390017,40.2050563086354,3,"Kanaker-Zeytun"
"2817","School/kindergarten",7,44.5386626786437,40.2068704816697,3,"Kanaker-Zeytun"
"2818","supermarket/shop(food)",10,44.5396158809917,40.207028755553,3,"Kanaker-Zeytun"
"2819","healthcare",10,44.5397158634828,40.2071097790148,3,"Kanaker-Zeytun"
"2820","supermarket/shop(food)",10,44.5430850847874,40.2044775989718,3,"Kanaker-Zeytun"
"2821","healthcare",10,44.5431078121641,40.2047635583181,3,"Kanaker-Zeytun"
"2822","supermarket/shop(food)",10,44.5437521737174,40.2051588772898,3,"Kanaker-Zeytun"
"2823","supermarket/shop(food)",10,44.539524971485,40.2073009144181,3,"Kanaker-Zeytun"
"2824","supermarket/shop(food)",10,44.5403074939289,40.2075273124398,3,"Kanaker-Zeytun"
"2825","mall/shop(non-food)",14,44.5402953666726,40.208026963337,3,"Kanaker-Zeytun"
"2826","healthcare",10,44.5407967164327,40.2084401690337,3,"Kanaker-Zeytun"
"2827","healthcare",10,44.5408235760597,40.2085674987224,3,"Kanaker-Zeytun"
"2829","supermarket/shop(food)",10,44.5403132431468,40.2089413224879,3,"Kanaker-Zeytun"
"2830","supermarket/shop(food)",10,44.5410532752778,40.2087405871344,3,"Kanaker-Zeytun"
"2831","supermarket/shop(food)",10,44.5412429096343,40.2089816615781,3,"Kanaker-Zeytun"
"2833","supermarket/shop(food)",10,44.5409510469985,40.2094149622644,3,"Kanaker-Zeytun"
"2834","bus_stop",4,44.5409125991043,40.2096010831305,3,"Kanaker-Zeytun"
"2836","healthcare",10,44.5411433763008,40.2095724755703,3,"Kanaker-Zeytun"
"2837","bus_stop",4,44.5411633189001,40.2094802727039,3,"Kanaker-Zeytun"
"2838","supermarket/shop(food)",10,44.5432678919478,40.2076672672022,3,"Kanaker-Zeytun"
"2839","supermarket/shop(food)",10,44.5437183970627,40.2073693827481,3,"Kanaker-Zeytun"
"2840","supermarket/shop(food)",10,44.5439220451376,40.2091053542509,3,"Kanaker-Zeytun"
"2841","beauty_salon",4,44.5441574935736,40.2054886739113,3,"Kanaker-Zeytun"
"2842","supermarket/shop(food)",10,44.5442508285316,40.2055707969312,3,"Kanaker-Zeytun"
"2843","beauty_salon",4,44.5443491042237,40.2056619073999,3,"Kanaker-Zeytun"
"2844","supermarket/shop(food)",10,44.54487021692,40.2060937885656,3,"Kanaker-Zeytun"
"2845","healthcare",10,44.5449075868359,40.2061280919557,3,"Kanaker-Zeytun"
"2847","bus_stop",4,44.5450792548867,40.2061320711478,3,"Kanaker-Zeytun"
"2848","bus_stop",4,44.5454047145141,40.2061619150812,3,"Kanaker-Zeytun"
"2849","supermarket/shop(food)",10,44.5463937596419,40.2062576213999,3,"Kanaker-Zeytun"
"2851","School/kindergarten",7,44.5487000943024,40.2060068636975,3,"Kanaker-Zeytun"
"2853","beauty_salon",4,44.5450592224558,40.2084383167142,3,"Kanaker-Zeytun"
"2854","healthcare",10,44.5459786481491,40.2077620109239,3,"Kanaker-Zeytun"
"2855","mall/shop(non-food)",14,44.5459596038651,40.2079006617074,3,"Kanaker-Zeytun"
"2856","supermarket/shop(food)",10,44.5461909200508,40.2077897959874,3,"Kanaker-Zeytun"
"2857","beauty_salon",4,44.546250298691,40.2077878750451,3,"Kanaker-Zeytun"
"2858","supermarket/shop(food)",10,44.546752995924,40.2078299985528,3,"Kanaker-Zeytun"
"2859","supermarket/shop(food)",10,44.5458540518192,40.2079052582401,3,"Kanaker-Zeytun"
"2861","supermarket/shop(food)",10,44.5458369838288,40.2080426052389,3,"Kanaker-Zeytun"
"2862","supermarket/shop(food)",10,44.5454613982085,40.2085089792346,3,"Kanaker-Zeytun"
"2864","supermarket/shop(food)",10,44.5461694503155,40.2079047780054,3,"Kanaker-Zeytun"
"2865","supermarket/shop(food)",10,44.5463412081978,40.2079128733907,3,"Kanaker-Zeytun"
"2866","supermarket/shop(food)",10,44.5465303035651,40.2079497828471,3,"Kanaker-Zeytun"
"2869","mall/shop(non-food)",14,44.5443988708905,40.2094983153878,3,"Kanaker-Zeytun"
"2871","supermarket/shop(food)",10,44.5469384081987,40.20800960631,3,"Kanaker-Zeytun"
"2872","supermarket/shop(food)",10,44.547212843518,40.2080337552159,3,"Kanaker-Zeytun"
"2873","supermarket/shop(food)",10,44.5490290573594,40.2086090729116,3,"Kanaker-Zeytun"
"2874","restaurant/cafe",6,44.5535345576669,40.2005240599479,2,"Nor Nork"
"2875","supermarket/shop(food)",10,44.5505204403941,40.203924612745,3,"Kanaker-Zeytun"
"2876","bus_stop",4,44.5505817054965,40.2039569961818,3,"Kanaker-Zeytun"
"2877","bus_stop",4,44.5506263517661,40.204223472859,3,"Kanaker-Zeytun"
"2879","healthcare",10,44.5598920247642,40.1996178894725,2,"Nor Nork"
"2880","supermarket/shop(food)",10,44.5603735217564,40.1997606737063,2,"Nor Nork"
"2881","restaurant/cafe",6,44.5567878962999,40.2032191028005,1,"Avan"
"2883","beauty_salon",4,44.4729284577283,40.210890606107,13,"Ajapnyak"
"2884","healthcare",10,44.4801073443213,40.2104586869022,5,"Davtashen"
"2886","supermarket/shop(food)",10,44.4746096547825,40.2159557098313,5,"Davtashen"
"2887","bank/atm",10,44.4784376457027,40.2172870923349,5,"Davtashen"
"2888","cinema/theatre/museum",6,44.4876463655118,40.2121510178723,5,"Davtashen"
"2889","restaurant/cafe",6,44.4878814546216,40.2122092598131,5,"Davtashen"
"2890","bus_stop",4,44.4840543620167,40.2145948039518,5,"Davtashen"
"2891","supermarket/shop(food)",10,44.4846680011873,40.215398564209,5,"Davtashen"
"2892","place_of_worship",3,44.4888888253812,40.2139580039369,5,"Davtashen"
"2893","bus_stop",4,44.488997072373,40.2143859907315,5,"Davtashen"
"2894","healthcare",10,44.4897026091971,40.2141686020403,5,"Davtashen"
"2895","bus_stop",4,44.4891629912059,40.2146754067803,5,"Davtashen"
"2896","bank/atm",10,44.4907901096801,40.2141609875926,5,"Davtashen"
"2898","restaurant/cafe",6,44.4940595281566,40.2149373824602,5,"Davtashen"
"2899","restaurant/cafe",6,44.4877357478825,40.2167359941099,5,"Davtashen"
"2900","supermarket/shop(food)",10,44.4876608283878,40.2168157026443,5,"Davtashen"
"2902","bus_stop",4,44.4877078102772,40.2171171125539,5,"Davtashen"
"2904","bus_stop",4,44.4875749494467,40.2171734981459,5,"Davtashen"
"2905","School/kindergarten",7,44.4900021973444,40.21667336591,5,"Davtashen"
"2907","restaurant/cafe",6,44.4894768625662,40.2185999968583,5,"Davtashen"
"2909","bank/atm",10,44.489827025864,40.2188463179606,5,"Davtashen"
"2910","healthcare",10,44.4903643082354,40.2185895019544,5,"Davtashen"
"2911","bus_stop",4,44.4914641156377,40.2198649981445,5,"Davtashen"
"2912","bus_stop",4,44.491621590307,40.2198176690563,5,"Davtashen"
"2913","bank/atm",10,44.4918066432556,40.2197640979761,5,"Davtashen"
"2914","restaurant/cafe",6,44.491400065758,40.2200849750812,5,"Davtashen"
"2915","School/kindergarten",7,44.4933437505382,40.2192283848437,5,"Davtashen"
"2916","bank/atm",10,44.4919660942185,40.2198991573789,5,"Davtashen"
"2917","bank/atm",10,44.4926498019813,40.2204230673343,5,"Davtashen"
"2918","healthcare",10,44.4929573851345,40.2206215045458,5,"Davtashen"
"2919","bank/atm",10,44.4925962623903,40.2214101718242,5,"Davtashen"
"2920","bank/atm",10,44.4925962623903,40.2214101718242,4,"Arabkir"
"2921","bank/atm",10,44.4925962623903,40.2214101718242,5,"Davtashen"
"2922","bank/atm",10,44.4925962623903,40.2214101718242,4,"Arabkir"
"2923","bank/atm",10,44.4931064156402,40.2213218947724,5,"Davtashen"
"2926","cinema/theatre/museum",6,44.4993405440489,40.2109195561205,4,"Arabkir"
"2927","restaurant/cafe",6,44.4987495424235,40.2112050080793,4,"Arabkir"
"2928","bank/atm",10,44.5034944437542,40.2104344016555,4,"Arabkir"
"2929","university",6,44.5036267655956,40.2106330053242,4,"Arabkir"
"2930","restaurant/cafe",6,44.4974804924216,40.2166351578779,5,"Davtashen"
"2932","beauty_salon",4,44.507610344723,40.210177965384,4,"Arabkir"
"2933","beauty_salon",4,44.5076125905112,40.2101770735493,4,"Arabkir"
"2935","healthcare",10,44.5151362505103,40.2134249202754,4,"Arabkir"
"2936","healthcare",10,44.5151362505103,40.2134249202754,9,"Kentron"
"2937","healthcare",10,44.5151362505103,40.2134249202754,4,"Arabkir"
"2938","healthcare",10,44.5151362505103,40.2134249202754,9,"Kentron"
"2939","restaurant/cafe",6,44.5157277012933,40.2138660814326,4,"Arabkir"
"2940","supermarket/shop(food)",10,44.4947581479531,40.221873367243,5,"Davtashen"
"2942","healthcare",10,44.4952895014436,40.2222303129515,5,"Davtashen"
"2943","bus_stop",4,44.4951594253905,40.2225428789691,5,"Davtashen"
"2944","supermarket/shop(food)",10,44.4949701503601,40.2226961777726,5,"Davtashen"
"2945","supermarket/shop(food)",10,44.4954184995184,40.2223351190975,5,"Davtashen"
"2946","bus_stop",4,44.4953930771959,40.2225216846106,5,"Davtashen"
"2948","mall/shop(non-food)",14,44.4962741448266,40.2231630682331,5,"Davtashen"
"2949","beauty_salon",4,44.4963049570408,40.2236370201471,5,"Davtashen"
"2950","School/kindergarten",7,44.4947384748484,40.2244598092563,5,"Davtashen"
"2951","restaurant/cafe",6,44.4992263681763,40.2252061134087,5,"Davtashen"
"2952","healthcare",10,44.5026916193848,40.2220667930909,5,"Davtashen"
"2953","bank/atm",10,44.5012854864706,40.2275693213557,5,"Davtashen"
"2954","School/kindergarten",7,44.5068275527844,40.2257600919756,5,"Davtashen"
"2955","School/kindergarten",7,44.521172659725,40.2107329586603,4,"Arabkir"
"2956","supermarket/shop(food)",10,44.5208632799411,40.2112185911994,4,"Arabkir"
"2957","supermarket/shop(food)",10,44.5207045476304,40.2125316133011,4,"Arabkir"
"2960","bus_stop",4,44.5212737201944,40.2130492004463,4,"Arabkir"
"2961","bank/atm",10,44.5207447921551,40.2132301663643,4,"Arabkir"
"2962","bus_stop",4,44.5214728766929,40.2132025207303,4,"Arabkir"
"2963","healthcare",10,44.5239688457098,40.210275106686,4,"Arabkir"
"2964","healthcare",10,44.5246062902355,40.211109102941,4,"Arabkir"
"2965","bus_stop",4,44.5231041274174,40.2122598184419,4,"Arabkir"
"2966","bus_stop",4,44.522856551725,40.2125657762325,4,"Arabkir"
"2968","School/kindergarten",7,44.5262302646061,40.2107955923504,4,"Arabkir"
"2970","bus_stop",4,44.5279052632849,40.2102119922966,4,"Arabkir"
"2971","mall/shop(non-food)",14,44.5294315907841,40.2102354543917,4,"Arabkir"
"2972","bus_stop",4,44.5323498578161,40.2113971609558,3,"Kanaker-Zeytun"
"2973","supermarket/shop(food)",10,44.5311008402451,40.2142553792442,4,"Arabkir"
"2974","mall/shop(non-food)",14,44.5311109912078,40.2143752893796,4,"Arabkir"
"2975","bank/atm",10,44.536524598436,40.213919657176,3,"Kanaker-Zeytun"
"2977","supermarket/shop(food)",10,44.5365872110113,40.2156108727646,3,"Kanaker-Zeytun"
"2978","supermarket/shop(food)",10,44.5363482591457,40.2181240204621,3,"Kanaker-Zeytun"
"2979","place_of_worship",3,44.5349728486142,40.2203347889964,3,"Kanaker-Zeytun"
"2980","School/kindergarten",7,44.5349028698536,40.2206879016579,3,"Kanaker-Zeytun"
"2981","restaurant/cafe",6,44.5330217976486,40.2257332059098,4,"Arabkir"
"2982","place_of_worship",3,44.5340659993349,40.2216988033706,3,"Kanaker-Zeytun"
"2983","School/kindergarten",7,44.5371620429616,40.2233588224357,3,"Kanaker-Zeytun"
"2984","supermarket/shop(food)",10,44.542320169323,40.2101029826312,3,"Kanaker-Zeytun"
"2986","School/kindergarten",7,44.5410285716075,40.2195863047915,3,"Kanaker-Zeytun"
"2987","supermarket/shop(food)",10,44.5418897864704,40.2203225795514,3,"Kanaker-Zeytun"
"2990","beauty_salon",4,44.5426930599975,40.220749017124,3,"Kanaker-Zeytun"
"2991","bus_stop",4,44.5505384066998,40.2134363077709,1,"Avan"
"2992","supermarket/shop(food)",10,44.5526774750543,40.2174766899411,1,"Avan"
"2993","supermarket/shop(food)",10,44.5499297082633,40.2188358916887,1,"Avan"
"2995","School/kindergarten",7,44.5387176555391,40.2210901926862,3,"Kanaker-Zeytun"
"2996","supermarket/shop(food)",10,44.5449914894834,40.2233512090207,3,"Kanaker-Zeytun"
"2997","School/kindergarten",7,44.545960951338,40.2234355052522,3,"Kanaker-Zeytun"
"2998","place_of_worship",3,44.5454004924323,40.2241209140855,3,"Kanaker-Zeytun"
"3001","bank/atm",10,44.5462958432759,40.2245517859774,3,"Kanaker-Zeytun"
"3002","supermarket/shop(food)",10,44.5464402923736,40.2246438997496,3,"Kanaker-Zeytun"
